"site","species","latitude","longitude","month","monthnum","year","precipitation"
"HL","HB",51.404239,10.655329,"dec","12","1892",74
"HL","TE",51.404239,10.655329,"dec","12","1892",74
"HL","SA",51.404239,10.655329,"dec","12","1892",74
"HL","ES",51.404239,10.655329,"dec","12","1892",74
"HK","ES",51.883832,11.32081,"dec","12","1892",39
"HK","TE",51.883832,11.32081,"dec","12","1892",39
"HK","SA",51.883832,11.32081,"dec","12","1892",39
"HK","HB",51.883832,11.32081,"dec","12","1892",39
"HK","WL",51.883832,11.32081,"dec","12","1892",39
"ZR","ES",51.434345,11.532753,"dec","12","1892",35
"ZR","WL",51.434345,11.532753,"dec","12","1892",35
"ZR","TE",51.425929,11.519468,"dec","12","1892",36
"ZR","HB",51.425929,11.519468,"dec","12","1892",36
"GW","TE",51.190417,11.750763,"dec","12","1892",31
"GW","ES",51.190417,11.750763,"dec","12","1892",31
"GW","HB",51.190417,11.750763,"dec","12","1892",31
"GW","WL",51.190417,11.750763,"dec","12","1892",31
"HA","ES",51.500328,11.926774,"dec","12","1892",33
"HA","TE",51.487351,11.867109,"dec","12","1892",32
"HA","WL",51.487351,11.867109,"dec","12","1892",32
"HA","HB",51.500328,11.926774,"dec","12","1892",33
"HA","SA",51.491306,11.891522,"dec","12","1892",32
"RH","WL",51.599195,10.009212,"dec","12","1893",28
"RH","ES",51.591288,10.007933,"dec","12","1893",49
"RH","SA",51.591288,10.007933,"dec","12","1893",49
"HR","TE",51.594201,10.078726,"dec","12","1893",31
"HR","HB",51.594201,10.078726,"dec","12","1893",31
"KB","SA",51.541803,9.80909,"dec","12","1893",36
"KB","ES",51.541803,9.80909,"dec","12","1893",36
"KB","HB",51.541803,9.80909,"dec","12","1893",36
"LB","TE",51.978579,10.435671,"dec","12","1893",29
"LB","SA",51.979376,10.430706,"dec","12","1893",29
"LB","ES",51.979376,10.430706,"dec","12","1893",29
"LB","HB",52.021368,10.416407,"dec","12","1893",5
"HL","HB",51.404239,10.655329,"dec","12","1893",52
"HL","TE",51.404239,10.655329,"dec","12","1893",52
"HL","SA",51.404239,10.655329,"dec","12","1893",52
"HL","ES",51.404239,10.655329,"dec","12","1893",52
"HK","ES",51.883832,11.32081,"dec","12","1893",25
"HK","TE",51.883832,11.32081,"dec","12","1893",25
"HK","SA",51.883832,11.32081,"dec","12","1893",25
"HK","HB",51.883832,11.32081,"dec","12","1893",25
"HK","WL",51.883832,11.32081,"dec","12","1893",25
"ZR","ES",51.434345,11.532753,"dec","12","1893",20
"ZR","WL",51.434345,11.532753,"dec","12","1893",20
"ZR","TE",51.425929,11.519468,"dec","12","1893",21
"ZR","HB",51.425929,11.519468,"dec","12","1893",21
"GW","TE",51.190417,11.750763,"dec","12","1893",15
"GW","ES",51.190417,11.750763,"dec","12","1893",15
"GW","HB",51.190417,11.750763,"dec","12","1893",15
"GW","WL",51.190417,11.750763,"dec","12","1893",15
"HA","ES",51.500328,11.926774,"dec","12","1893",21
"HA","TE",51.487351,11.867109,"dec","12","1893",19
"HA","WL",51.487351,11.867109,"dec","12","1893",19
"HA","HB",51.500328,11.926774,"dec","12","1893",21
"HA","SA",51.491306,11.891522,"dec","12","1893",19
"RH","WL",51.599195,10.009212,"dec","12","1894",71
"RH","ES",51.591288,10.007933,"dec","12","1894",91
"RH","SA",51.591288,10.007933,"dec","12","1894",91
"HR","TE",51.594201,10.078726,"dec","12","1894",75
"HR","HB",51.594201,10.078726,"dec","12","1894",75
"KB","SA",51.541803,9.80909,"dec","12","1894",81
"KB","ES",51.541803,9.80909,"dec","12","1894",81
"KB","HB",51.541803,9.80909,"dec","12","1894",81
"LB","TE",51.978579,10.435671,"dec","12","1894",68
"LB","SA",51.979376,10.430706,"dec","12","1894",67
"LB","ES",51.979376,10.430706,"dec","12","1894",67
"LB","HB",52.021368,10.416407,"dec","12","1894",44
"HL","HB",51.404239,10.655329,"dec","12","1894",92
"HL","TE",51.404239,10.655329,"dec","12","1894",92
"HL","SA",51.404239,10.655329,"dec","12","1894",92
"HL","ES",51.404239,10.655329,"dec","12","1894",92
"HK","ES",51.883832,11.32081,"dec","12","1894",48
"HK","TE",51.883832,11.32081,"dec","12","1894",48
"HK","SA",51.883832,11.32081,"dec","12","1894",48
"HK","HB",51.883832,11.32081,"dec","12","1894",48
"HK","WL",51.883832,11.32081,"dec","12","1894",48
"ZR","ES",51.434345,11.532753,"dec","12","1894",48
"ZR","WL",51.434345,11.532753,"dec","12","1894",48
"ZR","TE",51.425929,11.519468,"dec","12","1894",46
"ZR","HB",51.425929,11.519468,"dec","12","1894",46
"GW","TE",51.190417,11.750763,"dec","12","1894",38
"GW","ES",51.190417,11.750763,"dec","12","1894",38
"GW","HB",51.190417,11.750763,"dec","12","1894",38
"GW","WL",51.190417,11.750763,"dec","12","1894",38
"HA","ES",51.500328,11.926774,"dec","12","1894",31
"HA","TE",51.487351,11.867109,"dec","12","1894",32
"HA","WL",51.487351,11.867109,"dec","12","1894",32
"HA","HB",51.500328,11.926774,"dec","12","1894",31
"HA","SA",51.491306,11.891522,"dec","12","1894",31
"RH","WL",51.599195,10.009212,"dec","12","1895",85
"RH","ES",51.591288,10.007933,"dec","12","1895",106
"RH","SA",51.591288,10.007933,"dec","12","1895",106
"HR","TE",51.594201,10.078726,"dec","12","1895",85
"HR","HB",51.594201,10.078726,"dec","12","1895",85
"KB","SA",51.541803,9.80909,"dec","12","1895",103
"KB","ES",51.541803,9.80909,"dec","12","1895",103
"KB","HB",51.541803,9.80909,"dec","12","1895",103
"LB","TE",51.978579,10.435671,"dec","12","1895",76
"LB","SA",51.979376,10.430706,"dec","12","1895",74
"LB","ES",51.979376,10.430706,"dec","12","1895",74
"LB","HB",52.021368,10.416407,"dec","12","1895",45
"HL","HB",51.404239,10.655329,"dec","12","1895",114
"HL","TE",51.404239,10.655329,"dec","12","1895",114
"HL","SA",51.404239,10.655329,"dec","12","1895",114
"HL","ES",51.404239,10.655329,"dec","12","1895",114
"HK","ES",51.883832,11.32081,"dec","12","1895",60
"HK","TE",51.883832,11.32081,"dec","12","1895",60
"HK","SA",51.883832,11.32081,"dec","12","1895",60
"HK","HB",51.883832,11.32081,"dec","12","1895",60
"HK","WL",51.883832,11.32081,"dec","12","1895",60
"ZR","ES",51.434345,11.532753,"dec","12","1895",63
"ZR","WL",51.434345,11.532753,"dec","12","1895",63
"ZR","TE",51.425929,11.519468,"dec","12","1895",64
"ZR","HB",51.425929,11.519468,"dec","12","1895",64
"GW","TE",51.190417,11.750763,"dec","12","1895",65
"GW","ES",51.190417,11.750763,"dec","12","1895",65
"GW","HB",51.190417,11.750763,"dec","12","1895",65
"GW","WL",51.190417,11.750763,"dec","12","1895",65
"HA","ES",51.500328,11.926774,"dec","12","1895",53
"HA","TE",51.487351,11.867109,"dec","12","1895",55
"HA","WL",51.487351,11.867109,"dec","12","1895",55
"HA","HB",51.500328,11.926774,"dec","12","1895",53
"HA","SA",51.491306,11.891522,"dec","12","1895",53
"RH","WL",51.599195,10.009212,"dec","12","1896",26
"RH","ES",51.591288,10.007933,"dec","12","1896",47
"RH","SA",51.591288,10.007933,"dec","12","1896",47
"HR","TE",51.594201,10.078726,"dec","12","1896",32
"HR","HB",51.594201,10.078726,"dec","12","1896",32
"KB","SA",51.541803,9.80909,"dec","12","1896",34
"KB","ES",51.541803,9.80909,"dec","12","1896",34
"KB","HB",51.541803,9.80909,"dec","12","1896",34
"LB","TE",51.978579,10.435671,"dec","12","1896",22
"LB","SA",51.979376,10.430706,"dec","12","1896",22
"LB","ES",51.979376,10.430706,"dec","12","1896",22
"LB","HB",52.021368,10.416407,"dec","12","1896",0
"HL","HB",51.404239,10.655329,"dec","12","1896",54
"HL","TE",51.404239,10.655329,"dec","12","1896",54
"HL","SA",51.404239,10.655329,"dec","12","1896",54
"HL","ES",51.404239,10.655329,"dec","12","1896",54
"HK","ES",51.883832,11.32081,"dec","12","1896",28
"HK","TE",51.883832,11.32081,"dec","12","1896",28
"HK","SA",51.883832,11.32081,"dec","12","1896",28
"HK","HB",51.883832,11.32081,"dec","12","1896",28
"HK","WL",51.883832,11.32081,"dec","12","1896",28
"ZR","ES",51.434345,11.532753,"dec","12","1896",22
"ZR","WL",51.434345,11.532753,"dec","12","1896",22
"ZR","TE",51.425929,11.519468,"dec","12","1896",23
"ZR","HB",51.425929,11.519468,"dec","12","1896",23
"GW","TE",51.190417,11.750763,"dec","12","1896",34
"GW","ES",51.190417,11.750763,"dec","12","1896",34
"GW","HB",51.190417,11.750763,"dec","12","1896",34
"GW","WL",51.190417,11.750763,"dec","12","1896",34
"HA","ES",51.500328,11.926774,"dec","12","1896",30
"HA","TE",51.487351,11.867109,"dec","12","1896",28
"HA","WL",51.487351,11.867109,"dec","12","1896",28
"HA","HB",51.500328,11.926774,"dec","12","1896",30
"HA","SA",51.491306,11.891522,"dec","12","1896",28
"RH","WL",51.599195,10.009212,"dec","12","1897",46
"RH","ES",51.591288,10.007933,"dec","12","1897",67
"RH","SA",51.591288,10.007933,"dec","12","1897",67
"HR","TE",51.594201,10.078726,"dec","12","1897",49
"HR","HB",51.594201,10.078726,"dec","12","1897",49
"KB","SA",51.541803,9.80909,"dec","12","1897",48
"KB","ES",51.541803,9.80909,"dec","12","1897",48
"KB","HB",51.541803,9.80909,"dec","12","1897",48
"LB","TE",51.978579,10.435671,"dec","12","1897",42
"LB","SA",51.979376,10.430706,"dec","12","1897",40
"LB","ES",51.979376,10.430706,"dec","12","1897",40
"LB","HB",52.021368,10.416407,"dec","12","1897",9
"HL","HB",51.404239,10.655329,"dec","12","1897",63
"HL","TE",51.404239,10.655329,"dec","12","1897",63
"HL","SA",51.404239,10.655329,"dec","12","1897",63
"HL","ES",51.404239,10.655329,"dec","12","1897",63
"HK","ES",51.883832,11.32081,"dec","12","1897",30
"HK","TE",51.883832,11.32081,"dec","12","1897",30
"HK","SA",51.883832,11.32081,"dec","12","1897",30
"HK","HB",51.883832,11.32081,"dec","12","1897",30
"HK","WL",51.883832,11.32081,"dec","12","1897",30
"ZR","ES",51.434345,11.532753,"dec","12","1897",26
"ZR","WL",51.434345,11.532753,"dec","12","1897",26
"ZR","TE",51.425929,11.519468,"dec","12","1897",27
"ZR","HB",51.425929,11.519468,"dec","12","1897",27
"GW","TE",51.190417,11.750763,"dec","12","1897",22
"GW","ES",51.190417,11.750763,"dec","12","1897",22
"GW","HB",51.190417,11.750763,"dec","12","1897",22
"GW","WL",51.190417,11.750763,"dec","12","1897",22
"HA","ES",51.500328,11.926774,"dec","12","1897",14
"HA","TE",51.487351,11.867109,"dec","12","1897",15
"HA","WL",51.487351,11.867109,"dec","12","1897",15
"HA","HB",51.500328,11.926774,"dec","12","1897",14
"HA","SA",51.491306,11.891522,"dec","12","1897",14
"RH","WL",51.599195,10.009212,"dec","12","1898",60
"RH","ES",51.591288,10.007933,"dec","12","1898",80
"RH","SA",51.591288,10.007933,"dec","12","1898",80
"HR","TE",51.594201,10.078726,"dec","12","1898",66
"HR","HB",51.594201,10.078726,"dec","12","1898",66
"KB","SA",51.541803,9.80909,"dec","12","1898",70
"KB","ES",51.541803,9.80909,"dec","12","1898",70
"KB","HB",51.541803,9.80909,"dec","12","1898",70
"LB","TE",51.978579,10.435671,"dec","12","1898",74
"LB","SA",51.979376,10.430706,"dec","12","1898",75
"LB","ES",51.979376,10.430706,"dec","12","1898",75
"LB","HB",52.021368,10.416407,"dec","12","1898",57
"HL","HB",51.404239,10.655329,"dec","12","1898",78
"HL","TE",51.404239,10.655329,"dec","12","1898",78
"HL","SA",51.404239,10.655329,"dec","12","1898",78
"HL","ES",51.404239,10.655329,"dec","12","1898",78
"HK","ES",51.883832,11.32081,"dec","12","1898",47
"HK","TE",51.883832,11.32081,"dec","12","1898",47
"HK","SA",51.883832,11.32081,"dec","12","1898",47
"HK","HB",51.883832,11.32081,"dec","12","1898",47
"HK","WL",51.883832,11.32081,"dec","12","1898",47
"ZR","ES",51.434345,11.532753,"dec","12","1898",42
"ZR","WL",51.434345,11.532753,"dec","12","1898",42
"ZR","TE",51.425929,11.519468,"dec","12","1898",40
"ZR","HB",51.425929,11.519468,"dec","12","1898",40
"GW","TE",51.190417,11.750763,"dec","12","1898",24
"GW","ES",51.190417,11.750763,"dec","12","1898",24
"GW","HB",51.190417,11.750763,"dec","12","1898",24
"GW","WL",51.190417,11.750763,"dec","12","1898",24
"HA","ES",51.500328,11.926774,"dec","12","1898",28
"HA","TE",51.487351,11.867109,"dec","12","1898",28
"HA","WL",51.487351,11.867109,"dec","12","1898",28
"HA","HB",51.500328,11.926774,"dec","12","1898",28
"HA","SA",51.491306,11.891522,"dec","12","1898",28
"RH","WL",51.599195,10.009212,"dec","12","1899",33
"RH","ES",51.591288,10.007933,"dec","12","1899",54
"RH","SA",51.591288,10.007933,"dec","12","1899",54
"HR","TE",51.594201,10.078726,"dec","12","1899",37
"HR","HB",51.594201,10.078726,"dec","12","1899",37
"KB","SA",51.541803,9.80909,"dec","12","1899",45
"KB","ES",51.541803,9.80909,"dec","12","1899",45
"KB","HB",51.541803,9.80909,"dec","12","1899",45
"LB","TE",51.978579,10.435671,"dec","12","1899",50
"LB","SA",51.979376,10.430706,"dec","12","1899",53
"LB","ES",51.979376,10.430706,"dec","12","1899",53
"LB","HB",52.021368,10.416407,"dec","12","1899",40
"HL","HB",51.404239,10.655329,"dec","12","1899",64
"HL","TE",51.404239,10.655329,"dec","12","1899",64
"HL","SA",51.404239,10.655329,"dec","12","1899",64
"HL","ES",51.404239,10.655329,"dec","12","1899",64
"HK","ES",51.883832,11.32081,"dec","12","1899",36
"HK","TE",51.883832,11.32081,"dec","12","1899",36
"HK","SA",51.883832,11.32081,"dec","12","1899",36
"HK","HB",51.883832,11.32081,"dec","12","1899",36
"HK","WL",51.883832,11.32081,"dec","12","1899",36
"ZR","ES",51.434345,11.532753,"dec","12","1899",32
"ZR","WL",51.434345,11.532753,"dec","12","1899",32
"ZR","TE",51.425929,11.519468,"dec","12","1899",31
"ZR","HB",51.425929,11.519468,"dec","12","1899",31
"GW","TE",51.190417,11.750763,"dec","12","1899",24
"GW","ES",51.190417,11.750763,"dec","12","1899",24
"GW","HB",51.190417,11.750763,"dec","12","1899",24
"GW","WL",51.190417,11.750763,"dec","12","1899",24
"HA","ES",51.500328,11.926774,"dec","12","1899",25
"HA","TE",51.487351,11.867109,"dec","12","1899",25
"HA","WL",51.487351,11.867109,"dec","12","1899",25
"HA","HB",51.500328,11.926774,"dec","12","1899",25
"HA","SA",51.491306,11.891522,"dec","12","1899",24
"RH","WL",51.599195,10.009212,"dec","12","1900",81
"RH","ES",51.591288,10.007933,"dec","12","1900",102
"RH","SA",51.591288,10.007933,"dec","12","1900",102
"HR","TE",51.594201,10.078726,"dec","12","1900",88
"HR","HB",51.594201,10.078726,"dec","12","1900",88
"KB","SA",51.541803,9.80909,"dec","12","1900",92
"KB","ES",51.541803,9.80909,"dec","12","1900",92
"KB","HB",51.541803,9.80909,"dec","12","1900",92
"LB","TE",51.978579,10.435671,"dec","12","1900",72
"LB","SA",51.979376,10.430706,"dec","12","1900",74
"LB","ES",51.979376,10.430706,"dec","12","1900",74
"LB","HB",52.021368,10.416407,"dec","12","1900",57
"HL","HB",51.404239,10.655329,"dec","12","1900",98
"HL","TE",51.404239,10.655329,"dec","12","1900",98
"HL","SA",51.404239,10.655329,"dec","12","1900",98
"HL","ES",51.404239,10.655329,"dec","12","1900",98
"HK","ES",51.883832,11.32081,"dec","12","1900",50
"HK","TE",51.883832,11.32081,"dec","12","1900",50
"HK","SA",51.883832,11.32081,"dec","12","1900",50
"HK","HB",51.883832,11.32081,"dec","12","1900",50
"HK","WL",51.883832,11.32081,"dec","12","1900",50
"ZR","ES",51.434345,11.532753,"dec","12","1900",47
"ZR","WL",51.434345,11.532753,"dec","12","1900",47
"ZR","TE",51.425929,11.519468,"dec","12","1900",51
"ZR","HB",51.425929,11.519468,"dec","12","1900",51
"GW","TE",51.190417,11.750763,"dec","12","1900",54
"GW","ES",51.190417,11.750763,"dec","12","1900",54
"GW","HB",51.190417,11.750763,"dec","12","1900",54
"GW","WL",51.190417,11.750763,"dec","12","1900",54
"HA","ES",51.500328,11.926774,"dec","12","1900",41
"HA","TE",51.487351,11.867109,"dec","12","1900",43
"HA","WL",51.487351,11.867109,"dec","12","1900",43
"HA","HB",51.500328,11.926774,"dec","12","1900",41
"HA","SA",51.491306,11.891522,"dec","12","1900",41
"RH","WL",51.599195,10.009212,"dec","12","1901",70
"RH","ES",51.591288,10.007933,"dec","12","1901",89
"RH","SA",51.591288,10.007933,"dec","12","1901",89
"HR","TE",51.594201,10.078726,"dec","12","1901",74
"HR","HB",51.594201,10.078726,"dec","12","1901",74
"KB","SA",51.541803,9.80909,"dec","12","1901",80
"KB","ES",51.541803,9.80909,"dec","12","1901",80
"KB","HB",51.541803,9.80909,"dec","12","1901",80
"LB","TE",51.978579,10.435671,"dec","12","1901",80
"LB","SA",51.979376,10.430706,"dec","12","1901",79
"LB","ES",51.979376,10.430706,"dec","12","1901",79
"LB","HB",52.021368,10.416407,"dec","12","1901",59
"HL","HB",51.404239,10.655329,"dec","12","1901",81
"HL","TE",51.404239,10.655329,"dec","12","1901",81
"HL","SA",51.404239,10.655329,"dec","12","1901",81
"HL","ES",51.404239,10.655329,"dec","12","1901",81
"HK","ES",51.883832,11.32081,"dec","12","1901",47
"HK","TE",51.883832,11.32081,"dec","12","1901",47
"HK","SA",51.883832,11.32081,"dec","12","1901",47
"HK","HB",51.883832,11.32081,"dec","12","1901",47
"HK","WL",51.883832,11.32081,"dec","12","1901",47
"ZR","ES",51.434345,11.532753,"dec","12","1901",39
"ZR","WL",51.434345,11.532753,"dec","12","1901",39
"ZR","TE",51.425929,11.519468,"dec","12","1901",41
"ZR","HB",51.425929,11.519468,"dec","12","1901",41
"GW","TE",51.190417,11.750763,"dec","12","1901",37
"GW","ES",51.190417,11.750763,"dec","12","1901",37
"GW","HB",51.190417,11.750763,"dec","12","1901",37
"GW","WL",51.190417,11.750763,"dec","12","1901",37
"HA","ES",51.500328,11.926774,"dec","12","1901",30
"HA","TE",51.487351,11.867109,"dec","12","1901",31
"HA","WL",51.487351,11.867109,"dec","12","1901",31
"HA","HB",51.500328,11.926774,"dec","12","1901",30
"HA","SA",51.491306,11.891522,"dec","12","1901",30
"RH","WL",51.599195,10.009212,"dec","12","1902",80
"RH","ES",51.591288,10.007933,"dec","12","1902",102
"RH","SA",51.591288,10.007933,"dec","12","1902",102
"HR","TE",51.594201,10.078726,"dec","12","1902",87
"HR","HB",51.594201,10.078726,"dec","12","1902",87
"KB","SA",51.541803,9.80909,"dec","12","1902",85
"KB","ES",51.541803,9.80909,"dec","12","1902",85
"KB","HB",51.541803,9.80909,"dec","12","1902",85
"LB","TE",51.978579,10.435671,"dec","12","1902",80
"LB","SA",51.979376,10.430706,"dec","12","1902",78
"LB","ES",51.979376,10.430706,"dec","12","1902",78
"LB","HB",52.021368,10.416407,"dec","12","1902",54
"HL","HB",51.404239,10.655329,"dec","12","1902",116
"HL","TE",51.404239,10.655329,"dec","12","1902",116
"HL","SA",51.404239,10.655329,"dec","12","1902",116
"HL","ES",51.404239,10.655329,"dec","12","1902",116
"HK","ES",51.883832,11.32081,"dec","12","1902",57
"HK","TE",51.883832,11.32081,"dec","12","1902",57
"HK","SA",51.883832,11.32081,"dec","12","1902",57
"HK","HB",51.883832,11.32081,"dec","12","1902",57
"HK","WL",51.883832,11.32081,"dec","12","1902",57
"ZR","ES",51.434345,11.532753,"dec","12","1902",46
"ZR","WL",51.434345,11.532753,"dec","12","1902",46
"ZR","TE",51.425929,11.519468,"dec","12","1902",49
"ZR","HB",51.425929,11.519468,"dec","12","1902",49
"GW","TE",51.190417,11.750763,"dec","12","1902",58
"GW","ES",51.190417,11.750763,"dec","12","1902",58
"GW","HB",51.190417,11.750763,"dec","12","1902",58
"GW","WL",51.190417,11.750763,"dec","12","1902",58
"HA","ES",51.500328,11.926774,"dec","12","1902",31
"HA","TE",51.487351,11.867109,"dec","12","1902",32
"HA","WL",51.487351,11.867109,"dec","12","1902",32
"HA","HB",51.500328,11.926774,"dec","12","1902",31
"HA","SA",51.491306,11.891522,"dec","12","1902",32
"RH","WL",51.599195,10.009212,"dec","12","1903",9
"RH","ES",51.591288,10.007933,"dec","12","1903",12
"RH","SA",51.591288,10.007933,"dec","12","1903",12
"HR","TE",51.594201,10.078726,"dec","12","1903",12
"HR","HB",51.594201,10.078726,"dec","12","1903",12
"KB","SA",51.541803,9.80909,"dec","12","1903",10
"KB","ES",51.541803,9.80909,"dec","12","1903",10
"KB","HB",51.541803,9.80909,"dec","12","1903",10
"LB","TE",51.978579,10.435671,"dec","12","1903",20
"LB","SA",51.979376,10.430706,"dec","12","1903",19
"LB","ES",51.979376,10.430706,"dec","12","1903",19
"LB","HB",52.021368,10.416407,"dec","12","1903",15
"HL","HB",51.404239,10.655329,"dec","12","1903",12
"HL","TE",51.404239,10.655329,"dec","12","1903",12
"HL","SA",51.404239,10.655329,"dec","12","1903",12
"HL","ES",51.404239,10.655329,"dec","12","1903",12
"HK","ES",51.883832,11.32081,"dec","12","1903",14
"HK","TE",51.883832,11.32081,"dec","12","1903",14
"HK","SA",51.883832,11.32081,"dec","12","1903",14
"HK","HB",51.883832,11.32081,"dec","12","1903",14
"HK","WL",51.883832,11.32081,"dec","12","1903",14
"ZR","ES",51.434345,11.532753,"dec","12","1903",12
"ZR","WL",51.434345,11.532753,"dec","12","1903",12
"ZR","TE",51.425929,11.519468,"dec","12","1903",11
"ZR","HB",51.425929,11.519468,"dec","12","1903",11
"GW","TE",51.190417,11.750763,"dec","12","1903",12
"GW","ES",51.190417,11.750763,"dec","12","1903",12
"GW","HB",51.190417,11.750763,"dec","12","1903",12
"GW","WL",51.190417,11.750763,"dec","12","1903",12
"HA","ES",51.500328,11.926774,"dec","12","1903",11
"HA","TE",51.487351,11.867109,"dec","12","1903",11
"HA","WL",51.487351,11.867109,"dec","12","1903",11
"HA","HB",51.500328,11.926774,"dec","12","1903",11
"HA","SA",51.491306,11.891522,"dec","12","1903",11
"RH","WL",51.599195,10.009212,"dec","12","1904",61
"RH","ES",51.591288,10.007933,"dec","12","1904",78
"RH","SA",51.591288,10.007933,"dec","12","1904",78
"HR","TE",51.594201,10.078726,"dec","12","1904",66
"HR","HB",51.594201,10.078726,"dec","12","1904",66
"KB","SA",51.541803,9.80909,"dec","12","1904",61
"KB","ES",51.541803,9.80909,"dec","12","1904",61
"KB","HB",51.541803,9.80909,"dec","12","1904",61
"LB","TE",51.978579,10.435671,"dec","12","1904",67
"LB","SA",51.979376,10.430706,"dec","12","1904",66
"LB","ES",51.979376,10.430706,"dec","12","1904",66
"LB","HB",52.021368,10.416407,"dec","12","1904",46
"HL","HB",51.404239,10.655329,"dec","12","1904",76
"HL","TE",51.404239,10.655329,"dec","12","1904",76
"HL","SA",51.404239,10.655329,"dec","12","1904",76
"HL","ES",51.404239,10.655329,"dec","12","1904",76
"HK","ES",51.883832,11.32081,"dec","12","1904",41
"HK","TE",51.883832,11.32081,"dec","12","1904",41
"HK","SA",51.883832,11.32081,"dec","12","1904",41
"HK","HB",51.883832,11.32081,"dec","12","1904",41
"HK","WL",51.883832,11.32081,"dec","12","1904",41
"ZR","ES",51.434345,11.532753,"dec","12","1904",31
"ZR","WL",51.434345,11.532753,"dec","12","1904",31
"ZR","TE",51.425929,11.519468,"dec","12","1904",33
"ZR","HB",51.425929,11.519468,"dec","12","1904",33
"GW","TE",51.190417,11.750763,"dec","12","1904",33
"GW","ES",51.190417,11.750763,"dec","12","1904",33
"GW","HB",51.190417,11.750763,"dec","12","1904",33
"GW","WL",51.190417,11.750763,"dec","12","1904",33
"HA","ES",51.500328,11.926774,"dec","12","1904",30
"HA","TE",51.487351,11.867109,"dec","12","1904",29
"HA","WL",51.487351,11.867109,"dec","12","1904",29
"HA","HB",51.500328,11.926774,"dec","12","1904",30
"HA","SA",51.491306,11.891522,"dec","12","1904",29
"RH","WL",51.599195,10.009212,"dec","12","1905",27
"RH","ES",51.591288,10.007933,"dec","12","1905",35
"RH","SA",51.591288,10.007933,"dec","12","1905",35
"HR","TE",51.594201,10.078726,"dec","12","1905",30
"HR","HB",51.594201,10.078726,"dec","12","1905",30
"KB","SA",51.541803,9.80909,"dec","12","1905",28
"KB","ES",51.541803,9.80909,"dec","12","1905",28
"KB","HB",51.541803,9.80909,"dec","12","1905",28
"LB","TE",51.978579,10.435671,"dec","12","1905",44
"LB","SA",51.979376,10.430706,"dec","12","1905",45
"LB","ES",51.979376,10.430706,"dec","12","1905",45
"LB","HB",52.021368,10.416407,"dec","12","1905",36
"HL","HB",51.404239,10.655329,"dec","12","1905",32
"HL","TE",51.404239,10.655329,"dec","12","1905",32
"HL","SA",51.404239,10.655329,"dec","12","1905",32
"HL","ES",51.404239,10.655329,"dec","12","1905",32
"HK","ES",51.883832,11.32081,"dec","12","1905",31
"HK","TE",51.883832,11.32081,"dec","12","1905",31
"HK","SA",51.883832,11.32081,"dec","12","1905",31
"HK","HB",51.883832,11.32081,"dec","12","1905",31
"HK","WL",51.883832,11.32081,"dec","12","1905",31
"ZR","ES",51.434345,11.532753,"dec","12","1905",26
"ZR","WL",51.434345,11.532753,"dec","12","1905",26
"ZR","TE",51.425929,11.519468,"dec","12","1905",28
"ZR","HB",51.425929,11.519468,"dec","12","1905",28
"GW","TE",51.190417,11.750763,"dec","12","1905",37
"GW","ES",51.190417,11.750763,"dec","12","1905",37
"GW","HB",51.190417,11.750763,"dec","12","1905",37
"GW","WL",51.190417,11.750763,"dec","12","1905",37
"HA","ES",51.500328,11.926774,"dec","12","1905",32
"HA","TE",51.487351,11.867109,"dec","12","1905",32
"HA","WL",51.487351,11.867109,"dec","12","1905",32
"HA","HB",51.500328,11.926774,"dec","12","1905",32
"HA","SA",51.491306,11.891522,"dec","12","1905",33
"RH","WL",51.599195,10.009212,"dec","12","1906",77
"RH","ES",51.591288,10.007933,"dec","12","1906",98
"RH","SA",51.591288,10.007933,"dec","12","1906",98
"HR","TE",51.594201,10.078726,"dec","12","1906",78
"HR","HB",51.594201,10.078726,"dec","12","1906",78
"KB","SA",51.541803,9.80909,"dec","12","1906",92
"KB","ES",51.541803,9.80909,"dec","12","1906",92
"KB","HB",51.541803,9.80909,"dec","12","1906",92
"LB","TE",51.978579,10.435671,"dec","12","1906",74
"LB","SA",51.979376,10.430706,"dec","12","1906",74
"LB","ES",51.979376,10.430706,"dec","12","1906",74
"LB","HB",52.021368,10.416407,"dec","12","1906",54
"HL","HB",51.404239,10.655329,"dec","12","1906",109
"HL","TE",51.404239,10.655329,"dec","12","1906",109
"HL","SA",51.404239,10.655329,"dec","12","1906",109
"HL","ES",51.404239,10.655329,"dec","12","1906",109
"HK","ES",51.883832,11.32081,"dec","12","1906",42
"HK","TE",51.883832,11.32081,"dec","12","1906",42
"HK","SA",51.883832,11.32081,"dec","12","1906",42
"HK","HB",51.883832,11.32081,"dec","12","1906",42
"HK","WL",51.883832,11.32081,"dec","12","1906",42
"ZR","ES",51.434345,11.532753,"dec","12","1906",43
"ZR","WL",51.434345,11.532753,"dec","12","1906",43
"ZR","TE",51.425929,11.519468,"dec","12","1906",46
"ZR","HB",51.425929,11.519468,"dec","12","1906",46
"GW","TE",51.190417,11.750763,"dec","12","1906",45
"GW","ES",51.190417,11.750763,"dec","12","1906",45
"GW","HB",51.190417,11.750763,"dec","12","1906",45
"GW","WL",51.190417,11.750763,"dec","12","1906",45
"HA","ES",51.500328,11.926774,"dec","12","1906",36
"HA","TE",51.487351,11.867109,"dec","12","1906",36
"HA","WL",51.487351,11.867109,"dec","12","1906",36
